,0
m_t0.05_10_6,2.552799969121104e-21
dot_10_8,2.613442778015888e-21
c_t0.1_10_9,2.6963984773522164e-21
b0_t0.75_10_9,2.7840684108704357e-21
m_t0.25_11_9,3.3580344670670455e-21
sep_9_9,3.528799152222729e-21
b0_t0.25_11_8,3.6960751479076905e-21
beginning_10_8,3.707146160814977e-21
h1_t_b_11_9,3.785589375982673e-21
h0_n_d_l_t0.25_11_9,3.8581446917472506e-21
sep_9_1,3.956767683162669e-21
v_t0.025_11_2,4.167928613527008e-21
b1_t0.25_11_10,4.1964620902617096e-21
v_t0.05_11_2,4.399905349342597e-21
h1_v_11_6,4.830311308776293e-21
v_t0.025_7_8,5.434433652601536e-21
sep_9_5,5.704774545557917e-21
h0_n_d_m_t0.75_10_10,6.4746244595118556e-21
c_t0.25_11_10,6.709835735566866e-21
b1_t0.05_10_9,7.094088740443226e-21
k_t0.05_10_11,7.680737161799986e-21
e_t0.05_10_8,8.71681612023868e-21
e_t0.1_11_2,8.757471313170401e-21
h0_t_d_9_11,9.043184786873804e-21
m_t0.1_11_9,9.131500247891233e-21
b1_t0.1_10_7,1.0245013894672245e-20
v_t0.025_10_2,1.0378357805622987e-20
h1_e_9_6,1.0946956318648197e-20
v_t0.05_10_2,1.0969462432547938e-20
h1_v_9_11,1.159094704336991e-20
e_t0.025_9_11,1.1875525403132163e-20
c_t0.1_10_4,1.4664545858478863e-20
b0_t0.75_9_1,1.5226565627032623e-20
b1_t0.25_9_5,1.54480212778404e-20
h0_n_d_m_t0.5_9_5,1.6142229173423167e-20
k_t0.05_9_5,1.650956566756021e-20
h1_t_b_9_1,1.652786363873038e-20
b0_t0.5_9_5,1.6717183314528432e-20
self_9_1,1.8829915870225183e-20
prev_8_10,1.8868245883198858e-20
e_t0.05_11_8,1.9097703659647127e-20
h1_v_11_8,2.0012798581893362e-20
h0_s_11_8,2.1094894027503015e-20
sep_10_9,2.1819123119631325e-20
m_t0.1_10_8,2.191962265633279e-20
h1_t_b_11_2,2.3038596661957803e-20
v_t0.1_11_1,2.3880272536135987e-20
b0_t0.25_10_10,2.4505269588400052e-20
beginning_11_6,2.6021091966160246e-20
v_t0.5_11_2,2.655415267749271e-20
b1_t0.1_9_1,2.681987106799796e-20
b1_t0.1_10_0,2.750356567411904e-20
b1_t0.1_11_8,3.046912158536689e-20
v_t0.5_10_0,3.0588362006654785e-20
v_t0.75_9_11,3.2024264790324286e-20
k_t0.05_9_6,3.714842984045778e-20
e_t0.05_11_9,4.0712456761137916e-20
sep_9_6,4.3301616675252803e-20
h0_s_11_0,4.8229070668652907e-20
m_t0.05_10_1,4.8624202171884443e-20
self_11_8,4.904387275561812e-20
h1_v_9_1,5.225907575960262e-20
b1_t0.05_11_8,5.4155431242705675e-20
v_t0.5_10_2,5.454632726944295e-20
c_t0.5_11_4,5.907278530824602e-20
b1_t0.5_11_4,5.907278530824602e-20
v_t0.05_10_0,7.021416420317473e-20
h0_s_9_1,7.057947994618178e-20
c_t0.05_10_0,7.35223092976678e-20
h1_t_b_9_6,8.05060435910454e-20
v_t0.1_10_8,8.237018972198592e-20
h1_e_10_9,8.288329882487496e-20
b1_t0.05_9_1,8.457358218505331e-20
m_t0.25_9_11,8.694972419303113e-20
e_t0.1_9_5,8.880737232465588e-20
h0_n_d_m_t0.75_10_7,9.078327170160846e-20
b0_t0.25_10_7,9.125516330107695e-20
dot_9_8,9.553169162902992e-20
e_t0.025_11_2,1.0435639819746487e-19
next_11_0,1.0471624343483708e-19
k_t0.05_10_8,1.0632245596987773e-19
h0_s_11_7,1.3332273630781018e-19
e_t0.05_11_7,1.3644381268370463e-19
k_t0.1_11_6,1.3798661706015482e-19
m_t0.5_8_9,1.5325298277565437e-19
sep_10_2,1.6703997764584036e-19
h1_e_9_1,1.727366809370804e-19
e_t0.05_11_0,1.8072089155989232e-19
c_t0.05_10_8,1.8355297141826816e-19
c_t0.1_11_1,2.1063564442018198e-19
v_t0.1_9_11,2.166022082727672e-19
e_t0.1_10_7,2.2104334516615886e-19
h0_t_d_11_9,2.2366165893193795e-19
v_t0.75_10_2,2.264735505470451e-19
c_t0.1_10_8,2.3553111853884125e-19
b1_t0.025_9_11,2.4031528738834057e-19
c_t0.05_10_7,2.447347514614432e-19
k_t0.1_9_11,2.517406810438489e-19
h0_t_d_10_2,2.749676366612108e-19
b1_t0.25_11_9,2.8220296825887128e-19
b1_t0.05_9_5,3.0149142148285222e-19
m_t0.025_10_0,3.336155939231429e-19
self_10_8,3.516043284428674e-19
self_11_2,3.7101662443508484e-19
m_t0.5_9_6,3.919278989892955e-19
m_t0.25_9_6,4.631092246509996e-19
m_t0.1_9_11,4.980775520297693e-19
v_t0.05_11_9,5.013797225454507e-19
b1_t0.025_10_2,5.39593524888479e-19
c_t0.025_9_5,5.562496550000373e-19
m_t0.05_10_0,5.892783451192484e-19
e_t0.025_11_0,6.201609083661603e-19
c_t0.25_10_6,6.2483418515136e-19
c_t0.05_9_5,6.260632354589598e-19
self_10_0,6.4119887491235755e-19
b0_t0.75_11_2,6.590972146760502e-19
h0_s_10_7,6.818416334773674e-19
c_t0.5_11_6,6.824612482231781e-19
b1_t0.5_11_6,6.824612482231781e-19
b1_t0.025_11_0,6.832938974543291e-19
h1_t_b_10_7,7.007969370376147e-19
self_10_2,7.183498659952307e-19
e_t0.025_10_9,7.231443435471553e-19
v_t0.05_11_5,7.232634569549915e-19
h1_v_9_6,7.381565230007235e-19
h0_t_d_11_8,8.856266654332106e-19
v_t0.025_9_11,9.367395143521487e-19
sep_9_7,1.0530404742794207e-18
b1_t0.025_7_8,1.1189163406260967e-18
c_t0.25_11_9,1.1611909880606497e-18
m_t0.05_10_10,1.164159314946419e-18
m_t0.05_11_8,1.26226768446312e-18
b1_t0.025_11_9,1.3208653853697276e-18
m_t0.25_10_2,1.5021877806388859e-18
m_t0.1_10_0,1.5282806996744935e-18
c_t0.1_11_9,1.6628294471279956e-18
h0_n_d_l_t0.25_11_4,1.939235180060328e-18
v_t0.1_11_3,1.9648570514800805e-18
k_t0.05_10_7,1.971274680672761e-18
c_t0.5_11_9,1.9792823269568828e-18
b1_t0.5_11_9,1.9792823269568828e-18
k_t0.05_10_10,2.0020717474990026e-18
b0_t0.25_10_1,2.103902978716496e-18
h0_n_d_m_t0.75_10_1,2.103902978716496e-18
e_t0.05_9_5,2.2005506612649682e-18
v_t0.1_10_9,2.2619918539675164e-18
h1_n_b_l_t0.95_10_9,2.273624230229189e-18
next_8_9,2.361848130383635e-18
b1_t0.1_9_6,2.431609000341327e-18
h0_e_10_2,2.463846930754524e-18
b1_t0.05_9_6,2.5762505605226176e-18
h1_n_b_m_t0.25_10_9,2.784482207268703e-18
h1_nb_10_9,2.784482207268703e-18
next_10_11,2.9129574481264515e-18
b1_t0.025_9_1,3.084723840931991e-18
self_9_6,3.1084738942840233e-18
c_t0.05_11_5,3.3271927616813174e-18
v_t0.5_11_7,3.3551885504078427e-18
e_t0.1_10_8,3.509071231183328e-18
c_t0.05_11_2,3.628565209319754e-18
v_t0.25_11_3,3.8486677701181765e-18
h0_t_d_10_0,3.8746440628672894e-18
m_t0.25_8_10,3.936856106490426e-18
v_t0.75_9_5,3.969251138503327e-18
c_t0.5_11_10,4.045507800289257e-18
b1_t0.5_11_10,4.045507800289257e-18
b0_t0.75_9_9,4.0752903271764424e-18
h1_e_10_4,4.20773765237665e-18
m_t0.25_9_1,5.201461580574824e-18
m_t0.025_10_4,5.302380190504478e-18
h0_e_11_10,5.528416672233586e-18
m_t0.025_11_1,5.698791908419653e-18
h0_n_d_m_t0.5_9_8,6.1191893618701985e-18
b0_t0.5_9_8,6.6894829895737844e-18
k_t0.025_10_11,7.020820142657477e-18
v_t0.5_11_9,7.918905260123507e-18
m_t0.025_11_2,8.382391443124225e-18
prev_10_4,8.92447417078088e-18
v_t0.75_10_0,9.696060546624412e-18
b1_t0.025_10_9,9.701008945227178e-18
e_t0.05_9_1,9.919151578983701e-18
b0_t0.75_9_6,1.003546344536185e-17
k_t0.1_10_6,1.0079640731387947e-17
h1_v_10_4,1.0182191601269318e-17
v_t0.05_10_9,1.0554133446653984e-17
e_t0.025_9_1,1.1012069533518494e-17
e_t0.025_7_8,1.1166728402502026e-17
m_t0.1_9_5,1.1210984543684002e-17
k_t0.025_11_10,1.1369501987872082e-17
h0_s_9_6,1.1790105519374099e-17
c_t0.1_10_2,1.2454599510045008e-17
b0_t0.5_9_1,1.3623954040147255e-17
k_t0.025_11_4,1.401511809897745e-17
prev_10_10,1.461474799474811e-17
k_t0.1_11_9,1.4728792092407165e-17
b1_t0.05_7_8,1.5660000196908518e-17
h0_n_d_l_t0.25_11_2,1.6162893484811153e-17
m_t0.025_11_5,1.622778733697032e-17
v_t0.1_11_9,1.7535332462548622e-17
e_t0.1_9_1,1.8178481548524977e-17
h0_n_d_m_t0.5_9_1,1.8330253940517256e-17
h0_t_d_9_8,1.9145205152567623e-17
b0_t0.25_10_2,2.082206325088069e-17
h0_n_d_m_t0.75_10_2,2.082206325088069e-17
m_t0.5_8_10,2.0836494117217188e-17
e_t0.75_11_5,2.1707316534338256e-17
h0_n_d_l_t0.25_11_5,2.1707316534338256e-17
k_t0.05_10_1,2.2539663169771644e-17
v_t0.75_9_1,2.302712819984145e-17
m_t0.25_8_9,2.3127471368141398e-17
b1_t0.25_9_11,2.325933593387744e-17
next_11_3,2.3912799638341166e-17
h0_s_9_9,2.487478417055486e-17
e_t0.05_10_7,2.493268878318114e-17
m_t0.25_10_7,2.644179871424244e-17
sep_11_5,2.82468748453769e-17
v_t0.025_11_9,2.880761522218815e-17
b0_t0.5_10_8,2.9827128188445434e-17
h0_n_d_m_t0.5_10_8,3.134677778658021e-17
c_t0.25_11_3,3.776029776848244e-17
c_t0.05_11_9,3.8774014401604276e-17
b1_t0.05_10_7,3.964856415875017e-17
h0_t_d_10_9,4.233029319895924e-17
v_t0.5_10_8,4.353669269133543e-17
prev_6_8,4.3937283236270046e-17
c_t0.025_9_9,4.788798317945228e-17
b1_t0.25_10_8,5.0593040254708686e-17
self_9_11,5.085260955480332e-17
b0_t0.75_11_0,5.2518590266024434e-17
v_t0.5_9_8,5.456022512973045e-17
m_t0.1_9_6,5.546447998441552e-17
v_t0.1_9_5,5.846685085830231e-17
prev_8_6,6.171422118966526e-17
c_t0.25_10_8,6.435385858332132e-17
b1_t0.05_8_7,6.475850786266556e-17
e_t0.25_9_5,6.602256880612053e-17
m_t0.1_11_8,6.711424012059444e-17
h1_n_b_l_t0.95_10_8,9.004408923813304e-17
m_t0.75_11_5,9.190810003809617e-17
self_9_9,9.271333396985558e-17
v_t0.025_9_1,9.861415518659075e-17
k_t0.1_10_8,1.0088607395378443e-16
e_t0.25_10_11,1.0264713902599202e-16
k_t0.05_11_1,1.0377962075162684e-16
e_t0.75_11_4,1.0463395654928333e-16
s_t0.025_11_7,1.0746036455141014e-16
v_t0.05_7_8,1.088056611100869e-16
k_t0.05_11_6,1.1445005217420743e-16
h0_s_7_8,1.1632928448140914e-16
h1_e_8_9,1.170729787440529e-16
h0_e_11_6,1.2617708123419048e-16
dot_10_6,1.2622605950343965e-16
m_t0.25_11_1,1.2910422191930484e-16
v_t0.1_10_2,1.3340331863062496e-16
h1_s_7_6,1.3765486894528273e-16
m_t0.1_9_1,1.456571034496858e-16
b0_t0.75_11_9,1.4816823000028211e-16
h0_e_11_3,1.500130785621912e-16
v_t0.1_10_7,1.5597536839868094e-16
h0_s_9_8,1.6039743721153393e-16
h1_s_8_9,1.6148788476025486e-16
next_8_7,1.6974120799080966e-16
h1_s_10_3,1.710608957516003e-16
k_t0.1_9_6,1.7469014754935987e-16
self_10_3,1.817680611073435e-16
b0_t0.75_11_8,2.0139708349474028e-16
e_t0.05_9_6,2.023175953665455e-16
h1_n_b_m_t0.25_8_9,2.080698532060955e-16
h1_nb_8_9,2.080698532060955e-16
m_t0.75_8_9,2.412380090028725e-16
e_t0.05_7_8,2.5141121276882655e-16
m_t0.25_7_6,2.525904417851416e-16
sep_8_6,2.670077286505551e-16
h0_n_d_m_t0.5_9_9,2.7039766305024176e-16
e_t0.025_11_9,2.7936253325888922e-16
e_t0.1_9_9,2.911599890200961e-16
b0_t0.5_9_9,3.0824779230859556e-16
prev_11_2,3.1196546253988796e-16
c_t0.025_11_3,3.124266275796914e-16
h1_s_10_8,3.1480426134781375e-16
k_t0.05_10_6,3.151290479794738e-16
h0_e_11_4,3.2097548638224954e-16
h1_e_10_3,3.238157891030006e-16
h1_n_b_m_t0.25_10_8,3.3033215184065264e-16
h1_nb_10_8,3.3033215184065264e-16
c_t0.025_9_8,3.3333369608112077e-16
v_t0.25_11_5,3.4221826156579737e-16
b1_t0.025_9_6,3.4510937781887495e-16
k_t0.1_9_1,3.9842995957977267e-16
b1_t0.025_11_7,4.0052227313505397e-16
h1_v_10_9,4.3192003312307155e-16
sep_8_8,4.428642419873596e-16
h1_n_b_l_t0.95_7_6,4.505577669087838e-16
h1_s_9_9,4.942411457793994e-16
b0_t0.1_11_2,4.957311817572863e-16
m_t0.25_11_5,5.224031298652379e-16
v_t0.75_10_9,5.276236211977092e-16
b0_t0.25_10_11,5.510320404484803e-16
h0_n_d_m_t0.75_10_11,5.510320404484803e-16
k_t0.1_10_2,5.612419859795033e-16
h1_v_10_3,5.837500615701771e-16
b1_t0.1_9_9,6.002716850235137e-16
h0_e_11_2,6.127807676535444e-16
prev_10_9,6.208146001150732e-16
e_t0.25_9_11,6.217416164343647e-16
m_t0.025_10_6,6.285883205286687e-16
e_t0.025_11_8,6.379003835356469e-16
h1_t_b_10_8,6.67146259383996e-16
h1_n_b_m_t0.25_9_9,6.713412175761428e-16
h1_nb_9_9,6.713412175761428e-16
h1_n_b_m_t0.25_7_6,7.367894750871055e-16
h1_nb_7_6,7.367894750871055e-16
m_t0.025_10_1,7.673577797562478e-16
b0_t0.75_6_2,8.665284817269814e-16
b0_t0.75_10_7,8.730827857029799e-16
beginning_10_9,9.975639296655672e-16
k_t0.1_11_7,1.0085257674440948e-15
h1_n_b_l_t0.95_8_9,1.021389416257212e-15
v_t0.1_11_2,1.0454217063918e-15
m_t0.1_10_9,1.062540332567522e-15
h1_n_b_l_t0.95_9_9,1.102777330076051e-15
e_t0.025_9_6,1.1392061166813578e-15
b0_t0.25_10_8,1.254312866866245e-15
h0_n_d_m_t0.75_10_8,1.254312866866245e-15
v_t0.1_9_6,1.282825332992432e-15
h0_t_d_10_8,1.3922055207948214e-15
sep_6_2,1.4350570154295867e-15
e_t0.025_9_5,1.4953146749300118e-15
c_t0.025_11_6,1.5257613729654284e-15
b0_t0.75_7_2,1.600171128063514e-15
e_t0.025_9_9,1.6826426111813709e-15
m_t0.05_9_1,1.6860795894384309e-15
e_t0.05_9_9,1.7670623353314696e-15
b0_t0.1_11_4,1.823317391929516e-15
m_t0.25_9_9,1.8628368345428124e-15
h1_t_b_9_11,1.8747646165370762e-15
c_t0.75_9_7,1.901659072660244e-15
comma_10_11,1.928172484740315e-15
sep_8_9,2.127975485101098e-15
e_t0.05_8_7,2.3219865455922676e-15
v_t0.05_9_6,2.3335679002774836e-15
b1_t0.25_11_2,2.3441290222353366e-15
b1_t0.05_11_0,2.4749560218633066e-15
b0_t0.5_7_8,2.499277941615133e-15
k_t0.1_10_4,2.509845399100448e-15
s_t0.025_8_1,2.5224362609672637e-15
m_t0.025_11_0,2.6256140795987768e-15
e_t0.1_9_8,2.6463142490547023e-15
b1_t0.75_9_7,2.7077401918147982e-15
h0_n_d_m_t0.5_7_8,2.7127237653335775e-15
b1_t0.25_8_10,2.7219102779039402e-15
h0_e_10_8,2.73802996590959e-15
c_t0.25_9_6,2.790525014336941e-15
m_t0.5_7_6,2.7998783194090497e-15
e_t0.1_8_7,2.829953896224284e-15
v_t0.025_10_9,2.937125871885621e-15
h1_n_b_m_t0.25_10_3,2.9375103679688684e-15
h1_nb_10_3,2.9375103679688684e-15
m_t0.05_9_6,2.9673258226069037e-15
e_t0.1_9_6,3.0119776219831795e-15
v_t0.05_9_1,3.0365342046548636e-15
h1_n_b_l_t0.95_10_3,3.2233086209323746e-15
m_t0.05_9_5,3.3877891222216934e-15
next_10_3,3.3887810520132484e-15
m_t0.5_6_8,3.4136208292003896e-15
h0_e_11_0,3.4227425843985705e-15
e_t0.25_10_1,3.474960032226664e-15
v_t0.75_6_2,3.61132324705424e-15
e_t0.25_10_10,3.8109940969756864e-15
b1_t0.1_7_8,3.831744274503835e-15
dot_11_3,3.8498361192675326e-15
b1_t0.05_9_9,3.9686658511924136e-15
e_t0.025_10_7,4.077888194713711e-15
e_t0.025_8_11,4.1217258953163356e-15
m_t0.1_5_0,4.216049569444099e-15
m_t0.25_9_8,4.322727257584184e-15
b1_t0.1_8_10,4.324409271948053e-15
b1_t0.25_9_6,4.464630631718539e-15
e_t0.025_8_7,4.568496698400626e-15
e_t0.25_10_4,5.154765995038879e-15
b1_t0.025_9_5,5.391889800899522e-15
c_t0.5_11_2,5.5214272437984425e-15
b1_t0.5_11_2,5.5214272437984425e-15
h0_e_10_9,5.5368523820698294e-15
c_t0.025_7_8,5.695702692730783e-15
h0_s_6_2,5.774132071555204e-15
b0_t0.25_10_4,5.830191285964386e-15
h0_n_d_m_t0.75_10_4,5.830191285964386e-15
