,Sem  Violation,Infl/Agr Violation,Extra/Mising Expr,Correct,Syntax,All
0,0.09084774767757695,0.07324762625180978,0.08960713875985205,0.05332740227670697,0.07522398934294366,0.05331714421176488
1,0.06683994931871806,0.056213111786807726,0.06897132736066593,0.09415779290293708,0.10460301906113219,0.09507068031366972
2,0.039852026093350854,0.04118086834110948,0.04181378062051777,0.04431886317634851,0.0452909343302879,0.048403217103496994
3,0.06241078318116278,0.04856635032011998,0.06381799039169242,0.08327640555832044,0.083142620910922,0.08312653400436472
4,0.10354565370024396,0.08025704861506111,0.09717920233378219,0.1176859844977394,0.11721282361241646,0.11804290932269317
5,0.10799297731563132,0.098091382614866,0.11633966938523939,0.12775128254061593,0.12811664799580197,0.12866162615253332
6,0.09877855809529704,0.09868506540611544,0.11260788184629762,0.12463391128174837,0.12850340691191675,0.12783334860637033
7,0.0928648560641312,0.07030223948855775,0.1051588351209407,0.13336789188396653,0.12840602879729185,0.13359484840371036
8,0.1154189816550041,0.09266374791086597,0.1249524970864536,0.13081444654679864,0.1370482536449398,0.133915573065683
9,0.11564743211444624,0.10253393683596304,0.11621943041853991,0.14447710865889546,0.14767694165827427,0.14363924587208934
10,0.09931529365376754,0.08932271161037833,0.10869422885240732,0.12781719133745192,0.12152764064551821,0.13014500304429172
11,0.12450673345199027,0.08668831254411917,0.11912545758258827,0.1314725347880484,0.13190353025159768,0.13349822098785996
12,0.12861804635338908,0.0873790235211063,0.12526023577302398,0.1346530204222734,0.12571441340508466,0.1360831361904008
13,0.11339247208342965,0.07750042707648197,0.10922406087911495,0.13055311383290621,0.13089604362397028,0.1328934654947163
14,0.13545063113158287,0.08351129534323568,0.13610998356548618,0.1621511292198044,0.16175625149091716,0.1646236898012926
15,0.13915204078784393,0.10268565468927843,0.14482777498394517,0.17238354791986332,0.16873517323146825,0.17834576878699465
16,0.11882954875515966,0.08303942859807019,0.12472701345972567,0.12973916094234828,0.1486963094977576,0.13899311338895845
17,0.13553278241034425,0.09236996856350485,0.1302083847736018,0.19034260064058234,0.19806675144437436,0.19707881171680286
18,0.09997282544467294,0.07051872575190105,0.12883768763499243,0.18773015468031368,0.1857782075516898,0.19759782784733143
19,0.13881660691902922,0.11721998739535075,0.14350488679368886,0.1945244252797084,0.19903694678075778,0.19717591264262196
20,0.13772807948873253,0.11829807048594423,0.14636066299791872,0.17800024453314883,0.1708844054145154,0.18275862231789686
21,0.11621666467647995,0.13204390794797155,0.12881285256903757,0.18272626727090205,0.18986285550107024,0.1940184642781995
22,0.11897800581434631,0.13666797737599196,0.1492027744853452,0.18646150733446906,0.1877926013601657,0.19933700566685342
23,0.14741745968806175,0.1435293646924033,0.15403945702505978,0.17330509493405732,0.1689743401124185,0.17556695117997356
