,0,Syntax,Hallucination,Semantics,Morphology,All
0,0.058249190194988275,0.05953326503334194,0.05829740384938204,0.07054678700287009,0.06944710674344126,0.05673265968445449
1,0.08579484940964721,0.09005681148134816,0.08508387633073332,0.07920843267804704,0.0897923089609861,0.0867251420388202
2,0.09791854590000837,0.09862545839236525,0.09820454080129308,0.09182604069939124,0.09984712451359001,0.09857659013334027
3,0.10139156323631526,0.11665371470982025,0.1112797282771845,0.10701834711966146,0.10815275734154717,0.10629533258457703
4,0.11853064364946903,0.11988352798123926,0.12215085696577867,0.11894683736715628,0.12252686012708183,0.11776832628653451
5,0.13156245339630543,0.1437368881060943,0.13660173896681244,0.13579078911978332,0.13726921858674135,0.13663908182400425
6,0.12910997241642047,0.14298418894443865,0.14391715406676248,0.13208571249491058,0.1448971144644645,0.13842327776206978
7,0.12278694981821901,0.132292874052473,0.1319405493175873,0.1256731206776689,0.12904070829209224,0.12725426655987487
8,0.11728057671096623,0.12812589831643648,0.1097619762754136,0.11497787642960604,0.12342574051860795,0.11444925554587955
9,0.1068012605498271,0.11137402420729049,0.11006171302464837,0.10892731121851261,0.10635668542571372,0.11068392445244421
10,0.10427769964911593,0.10975189312349613,0.09940777886838874,0.10992851869772696,0.11194890255992421,0.10575485395611564
11,0.10905112684398593,0.10668954304529407,0.0960824250748113,0.09232987375525548,0.09390386773840703,0.10525061296372215
12,0.11084310165919715,0.11197065335343051,0.10790171077084326,0.10581467263913152,0.12309552152080222,0.11251386425262364
13,0.12013412665044032,0.12018335543981043,0.12003565831579044,0.12076550076413017,0.117065489546959,0.11991625596124836
14,0.11738196778606735,0.12545908749544482,0.12290571917915202,0.12122174665595874,0.127763231348091,0.11858790008489319
15,0.12718165170727952,0.13631701386257788,0.13719598231953084,0.130245798176435,0.13881322498431709,0.12821131527622281
16,0.12813581139708047,0.1374857822123859,0.13855277161068813,0.12836121772006537,0.13506764219535886,0.127293460179336
17,0.12985223172810229,0.14517093328769556,0.1441730864818232,0.1260356592373857,0.13848604985664464,0.1338080290629067
18,0.13772269943412596,0.1618850979235873,0.15649114695635508,0.13233347328340334,0.1500726495465066,0.14547525100580627
19,0.13734477528063976,0.1560918258908673,0.15136791296311747,0.13558426446610639,0.14560702333483255,0.13747667544407668
20,0.148260453376529,0.16762002119791247,0.1637897354512164,0.14694818749025235,0.1605734165863155,0.15446517543096672
21,0.15954449787016456,0.1795066872838339,0.18025193745624168,0.1665837890653986,0.18211155518080574,0.16496422709718353
22,0.1719030570673563,0.19196879473735617,0.1805799740959036,0.17106862898981987,0.17929407830900027,0.17865384542015134
23,0.17716496026278156,0.18799834186465994,0.19003491603301503,0.18237940023099888,0.18300129257948972,0.1782324630554463
