,0
c_t0.1_11_6,0.006011615294587675
h1_s_8_1,0.006023257172785098
s_t0.1_9_11,0.006095241249176517
h1_n_b_l_t0.95_9_11,0.006130246498948558
v_t0.025_8_10,0.006161993821457709
m_t0.25_10_4,0.006227649121144739
s_t0.05_9_10,0.0062703184463755455
prev_11_10,0.006313197855758905
beginning_11_1,0.006364391048427065
sep_9_0,0.006386454748351342
h1_v_9_10,0.006402299922947522
c_t0.75_8_4,0.006619311401358654
b1_t0.75_8_4,0.006619311401358654
m_t0.25_10_1,0.006644194803627671
v_t0.05_0_11,0.006663318237811711
c_t0.05_9_7,0.006683278034613813
h0_e_11_0,0.006717672230714732
v_t0.1_10_1,0.00674523051897023
m_t0.25_8_9,0.006819405333081697
m_t0.5_10_9,0.006821100417889912
k_t0.05_11_6,0.0068653514548341205
h0_t_d_7_0,0.006932323185497542
c_t0.1_10_10,0.0069588045679111424
e_t0.5_9_2,0.0070336367179265015
v_t0.25_8_11,0.007046880068013485
v_t0.75_9_3,0.007057003317295159
v_t0.5_8_2,0.007150658916755558
prev_10_10,0.007237464017605812
self_8_9,0.007255042078752654
v_t0.75_11_7,0.007275913844050855
v_t0.25_9_9,0.007289349907287134
s_t0.025_2_9,0.007289589326786659
b0_t0.75_11_7,0.007300465331575565
h1_n_b_l_t0.70_10_6,0.007318709681697803
b0_t0.1_1_2,0.007400316139037739
v_t0.025_11_7,0.007429362431204538
h1_e_8_1,0.007491099167394033
k_t0.1_6_1,0.007590075779256242
k_t0.1_10_3,0.0076045879861908906
b1_t0.025_11_6,0.007635331654107796
s_t0.05_4_0,0.007652685197085655
m_t0.1_9_7,0.0076529697024124675
prev_3_7,0.007860388150022659
sep_7_8,0.007931740746228502
m_t0.025_9_5,0.00808398371131857
h1_v_1_0,0.008098246808089217
c_t0.25_9_1,0.008103623380815552
c_t0.5_9_10,0.00811989972065395
v_t0.5_6_3,0.008157007346473358
h0_n_d_l_t0.25_7_5,0.008183905972433987
v_t0.25_3_5,0.008222075304266857
prev_8_9,0.008259113864126777
dot_7_9,0.008320417071529815
m_t0.25_9_3,0.008325774414179046
sep_11_4,0.008374864485214769
prev_1_10,0.0084051836719798
h1_t_b_5_2,0.008485818993857561
b1_t0.025_11_7,0.008580353574585984
e_t0.25_4_8,0.008643141890104587
c_t0.25_11_9,0.008666922454043331
dot_8_5,0.008705557573666698
b1_t0.25_8_11,0.00870596654293593
c_t0.05_9_11,0.008749954457690966
h0_n_d_l_t0.25_6_1,0.008769251932793981
k_t0.025_10_5,0.00880505650472809
h0_s_8_10,0.008827504758585862
sep_8_2,0.008835568743692623
h1_e_1_8,0.008861464706314237
s_t0.05_0_5,0.00898386401762354
e_t0.025_9_7,0.009062538349092231
prev_10_11,0.009244039368223713
c_t0.5_6_11,0.009255189130174838
b1_t0.5_6_11,0.009255189130174838
h1_t_b_7_4,0.009255820371573421
s_t0.05_8_3,0.009301909261927198
c_t0.25_7_5,0.009312362769371415
h1_n_b_l_t0.70_8_6,0.009368670097890405
v_t0.025_9_8,0.009433865400656098
next_11_2,0.009445622607011445
sep_7_10,0.009488528605692296
beginning_4_5,0.009573876840330845
e_t0.75_7_7,0.009643071786512265
next_3_5,0.009656750747544065
b0_t0.5_11_7,0.009745935267858892
k_t0.05_2_8,0.009788142144697965
h0_t_d_7_7,0.009897362212212083
c_t0.75_8_3,0.00992410327599631
c_t0.75_6_0,0.010003520759806385
b1_t0.75_6_0,0.010003520759806385
s_t0.025_10_6,0.010019884370991787
v_t0.5_11_7,0.010034597403053324
s_t0.025_7_1,0.010048035814209542
h0_n_d_m_t0.5_11_7,0.010147502816369542
h1_s_9_11,0.01015926190635452
c_t0.75_7_7,0.01023280681510219
b1_t0.75_7_7,0.01023280681510219
c_t0.1_10_6,0.010314566991428466
e_t0.1_9_7,0.010322365476206274
v_t0.1_11_5,0.010368361686116096
s_t0.025_6_11,0.01036999394352685
b1_t0.5_9_10,0.010422318951384896
b0_t0.1_4_7,0.010472632163970385
e_t0.75_0_10,0.01057509203560636
c_t0.75_4_3,0.01057509203560636
b0_t0.025_3_1,0.01057509203560636
b1_t0.75_4_3,0.01057509203560636
m_t0.75_1_4,0.01057509203560636
m_t0.75_0_10,0.01057509203560636
k_t0.25_0_11,0.01057509203560636
h0_n_d_l_t0.25_1_4,0.01057509203560636
h0_n_d_l_t0.25_0_10,0.01057509203560636
e_t0.25_2_11,0.010610400453440853
v_t0.75_0_10,0.010680864326085625
b0_t0.05_10_8,0.010700647787238907
s_t0.05_10_11,0.010704719571563446
c_t0.75_8_9,0.01075445777819009
b1_t0.75_8_9,0.01075445777819009
v_t0.25_10_2,0.010840248249248367
h1_n_b_l_t0.95_8_1,0.010853852203073562
b1_t0.25_8_6,0.010869017258497007
c_t0.5_9_3,0.010969349733112399
e_t0.75_9_3,0.010979110284094587
c_t0.25_6_11,0.010982919726699876
c_t0.05_11_6,0.011106851266104955
e_t0.1_9_4,0.011139759263117303
v_t0.025_9_0,0.011209791437913503
b1_t0.25_7_5,0.011215555122917999
self_10_0,0.011280730238844142
h1_n_b_m_t0.25_8_1,0.011297321230827651
h1_nb_8_1,0.011297321230827651
c_t0.05_8_10,0.011468430616934935
b1_t0.5_9_3,0.011508713434822732
b1_t0.05_11_7,0.011556682941157187
h1_t_b_3_7,0.011582068994230168
b1_t0.75_8_3,0.011636109795085656
s_t0.1_11_11,0.011642271860919793
k_t0.025_8_5,0.01166079338961019
h1_n_b_l_t0.70_11_5,0.011692743886866247
b1_t0.25_4_8,0.011737103572920512
b1_t0.1_8_1,0.011757310634101733
c_t0.1_9_9,0.011787536475816426
c_t0.1_7_5,0.011790640805534741
k_t0.025_7_5,0.011834613360680847
b0_t0.1_6_0,0.011871552585438459
b1_t0.25_8_10,0.011897683400979141
c_t0.5_3_0,0.012025043831447282
b1_t0.5_3_0,0.012025043831447282
v_t0.75_7_5,0.012039926709726702
b1_t0.1_9_7,0.012050866237706065
dot_9_4,0.012081852734411492
dot_4_9,0.012117986378368731
k_t0.025_0_6,0.012186163554385518
c_t0.25_10_1,0.012192885576136661
m_t0.5_3_8,0.012253090581981194
h0_n_d_m_t0.75_11_11,0.01236989007256277
prev_11_0,0.012404607449774034
h1_s_1_0,0.01250437148989738
e_t0.75_8_10,0.012523070173197785
h1_s_11_0,0.012590078869558886
h0_t_d_10_0,0.01266955191916251
b1_t0.25_9_9,0.012717017147552502
v_t0.75_9_6,0.012796625298117273
e_t0.025_10_3,0.01293147078161004
h1_e_11_11,0.013027258661886643
b0_t0.75_6_0,0.01313182533129997
h1_n_b_l_t0.95_10_1,0.013143952740102296
c_t0.05_9_9,0.01327731867664431
b0_t0.25_2_11,0.013477870949188214
m_t0.5_10_3,0.013487176466471284
b1_t0.1_10_4,0.013496080528981285
h1_n_b_m_t0.25_10_1,0.013503248027931127
h1_nb_10_1,0.013503248027931127
c_t0.75_1_1,0.013608736654817334
c_t0.025_6_0,0.013646379865402248
e_t0.5_3_8,0.013685219319185045
b1_t0.25_3_5,0.01368943487425621
h1_n_b_l_t0.70_6_0,0.013789621198354902
v_t0.05_9_11,0.013852854595771166
b0_t0.1_9_3,0.0139270407886488
dot_7_8,0.013980270477650424
e_t0.05_9_4,0.014102511764220303
k_t0.25_7_4,0.014131654829282614
b1_t0.1_10_8,0.014141817272820293
k_t0.25_0_5,0.014151748700017683
h0_s_11_7,0.014161411885797882
c_t0.25_4_1,0.014245746579102206
v_t0.75_6_3,0.014329182624541562
v_t0.05_10_9,0.014365505615208588
m_t0.25_4_3,0.014392614059728739
h1_n_b_l_t0.70_11_7,0.014428978025058202
s_t0.05_11_6,0.014505899286589304
next_6_9,0.014597547446837802
v_t0.1_9_2,0.014723671096869487
beginning_2_2,0.014735493011314896
m_t0.75_2_6,0.014744470559807876
c_t0.75_9_3,0.01474847224737346
b1_t0.75_9_3,0.01474847224737346
h1_v_10_9,0.014772931623020959
e_t0.5_3_10,0.014810193686692903
v_t0.1_6_3,0.014837918716416286
next_5_5,0.014997943169167229
s_t0.025_9_2,0.015070620464426832
b1_t0.25_7_1,0.015079287029986772
v_t0.5_9_2,0.015188490888584224
v_t0.5_3_10,0.01524322026705617
prev_11_5,0.01531692122987473
c_t0.5_5_11,0.015372516734922887
b1_t0.5_5_11,0.015372516734922887
b0_t0.5_8_1,0.015373837233368088
e_t0.5_9_3,0.015528677195771931
s_t0.025_11_1,0.01566058622203352
s_t0.025_11_2,0.01566058622203352
c_t0.5_11_10,0.01566058622203352
c_t0.75_10_0,0.01566058622203352
c_t0.75_5_4,0.01566058622203352
c_t0.75_10_4,0.01566058622203352
b0_t0.1_4_11,0.01566058622203352
b1_t0.5_11_10,0.01566058622203352
b1_t0.75_10_0,0.01566058622203352
b1_t0.75_5_4,0.01566058622203352
b1_t0.75_10_4,0.01566058622203352
m_t0.5_9_2,0.01566212897373167
e_t0.1_8_1,0.01619423368663667
h0_n_d_m_t0.5_8_1,0.016226504797217843
c_t0.25_11_6,0.01626015258505372
v_t0.1_11_9,0.01628097752729425
h0_n_d_m_t0.75_2_11,0.016419897379120568
b1_t0.1_11_7,0.01642312073406154
h1_n_b_l_t0.95_7_3,0.01661969490190697
k_t0.05_9_1,0.01666210234877059
b0_t0.25_11_11,0.016885091604798563
h0_n_d_l_t0.25_7_0,0.01697439780925126
k_t0.25_8_3,0.016993977711201598
v_t0.1_8_2,0.017080506521508457
h1_t_b_9_10,0.017090068217273154
b0_t0.05_1_7,0.017190894682785663
h1_v_5_8,0.017225362622646425
h0_t_d_1_2,0.017241804617603097
h1_e_10_1,0.017306442935773735
sep_10_1,0.01735392098397991
h0_n_d_l_t0.25_9_8,0.017379918794791418
k_t0.25_8_11,0.01741577404308245
h0_n_d_l_t0.25_2_6,0.017450050943014665
h1_e_10_9,0.01750354637479877
m_t0.5_10_11,0.017650227121592775
beginning_7_10,0.017802135819743357
m_t0.5_3_5,0.017862844336456893
m_t0.75_10_8,0.017895972269934855
h0_t_d_9_11,0.01809620401999126
next_5_7,0.018129317944983812
c_t0.05_1_3,0.018148858347613192
m_t0.1_11_11,0.018203522851640546
s_t0.05_9_7,0.018215119718708744
c_t0.75_10_11,0.018274446178774096
b1_t0.75_10_11,0.018274446178774096
e_t0.05_10_1,0.018341106253238093
v_t0.05_6_11,0.018481346053730575
k_t0.025_10_0,0.01854555581551518
dot_3_0,0.018557012842917112
e_t0.75_11_7,0.019010468949588473
h0_n_d_l_t0.25_11_7,0.019010468949588473
c_t0.1_10_4,0.01907026007395089
next_0_11,0.01908102660291775
h0_e_11_4,0.01924676650463757
m_t0.25_11_7,0.019413960923581254
dot_7_2,0.019521120247183363
m_t0.75_9_8,0.019545308217326536
e_t0.25_8_11,0.019560813650260783
m_t0.5_10_1,0.01963275052893496
h1_t_b_1_0,0.019945580818343796
b0_t0.025_4_3,0.019961813978166557
prev_7_0,0.020047523843707702
c_t0.1_9_2,0.020182412566677136
e_t0.025_11_9,0.020331432778862575
sep_7_0,0.020458831988869147
v_t0.75_8_10,0.020462472050436966
h1_n_b_m_t0.25_7_3,0.02055724903798246
h1_nb_7_3,0.02055724903798246
self_6_0,0.020570796764974194
b0_t0.05_0_1,0.020581972482576833
h1_v_9_11,0.020583520122260817
k_t0.025_0_3,0.020624159818785914
b0_t0.25_5_4,0.020874465933268752
h0_n_d_m_t0.75_5_4,0.020874465933268752
m_t0.5_8_6,0.021378743758771728
beginning_7_0,0.02139514647440246
k_t0.05_8_0,0.021405152176590996
k_t0.1_7_4,0.02147054410893563
k_t0.05_1_6,0.021525161076127355
v_t0.05_9_0,0.021634612016398325
s_t0.05_6_6,0.02167892932212559
beginning_1_3,0.0218762262647924
h0_t_d_2_11,0.021953689690151785
sep_10_3,0.02199777941337162
m_t0.5_4_7,0.02203666926602745
v_t0.1_2_11,0.02209148181818112
c_t0.1_8_7,0.022140639102225426
k_t0.1_8_7,0.02222071836136439
next_9_3,0.022244286583211873
v_t0.025_10_11,0.02236121888232662
c_t0.025_6_3,0.02242323544198292
v_t0.5_9_3,0.022427375817326272
b1_t0.1_6_3,0.022439681857233038
dot_4_1,0.02246103966773837
m_t0.75_11_1,0.022503917493191593
c_t0.5_9_8,0.022546796311379576
b1_t0.5_9_8,0.022546796311379576
dot_8_3,0.022602359629801217
prev_10_8,0.022684949242003025
v_t0.05_8_1,0.022808439077350553
s_t0.05_1_1,0.022865470107864088
m_t0.05_11_7,0.02286583435109172
b0_t0.025_6_0,0.02303064942255003
h1_n_b_m_t0.25_9_9,0.023164366933193806
h1_nb_9_9,0.023164366933193806
prev_4_0,0.023331031534057113
next_8_5,0.023349135491435438
b0_t0.25_11_1,0.02342785892612609
sep_10_7,0.02349848516689081
k_t0.25_5_11,0.023558765134418402
k_t0.025_0_7,0.023598301843801312
dot_2_5,0.023966193161707994
s_t0.05_8_8,0.024031129307065795
next_10_8,0.02405726789255377
m_t0.25_0_2,0.024080166861489973
b0_t0.25_8_1,0.024081872187892726
c_t0.5_8_11,0.02408401454529763
b1_t0.5_8_11,0.02408401454529763
h1_s_7_1,0.024254060263376273
c_t0.05_6_0,0.024406434901406954
m_t0.05_11_2,0.024583252212234025
e_t0.75_9_6,0.02472378410996799
b1_t0.5_10_6,0.02478173952815092
b1_t0.05_10_1,0.0248792729642686
v_t0.75_8_1,0.024973289725035652
c_t0.05_10_9,0.025474479529927492
m_t0.5_4_3,0.025488996398815304
e_t0.025_11_7,0.025732688912286486
s_t0.1_10_3,0.025791203302633826
e_t0.75_7_5,0.02579882142265328
c_t0.1_8_9,0.025805069551590076
